"Ano";"Órgão Superior";"Órgão";"Unidade Gestora";"Categoria";"Origem";"Espécie";"Detalhamento";"Valor LOA";"Valor Atualizado";
"2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"155001 - HOSPITAL DE CLINICAS DE PORTO ALEGRE";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"2.662.707,00";"2.662.707,00";
"2022";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"154419 - FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"9.984,00";"9.984,00";
"2022";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250088 - SPO-COORD.-GERAL DE ORC.E FINANCAS/MS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239901 - OUTROS RESSARCIMENTOS-PRINCIPAL";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"52132 - Comando da Marinha - Fundo Naval";"673001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210301 - INDENIZACAO POR SINISTRO-PRINCIPAL";"321.113,00";"321.113,00";
"2022";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"153063 - UNIVERSIDADE FEDERAL DO PARA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110401 - SERVICOS DE INFORMACAO E TECNOLOGIA-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"158147 - INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"1.129,00";"1.129,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140152 - IPI-OUTROS PRODUTOS-MULTAS E JUROS";"5.215.014,00";"5.215.014,00";
"2022";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210223 - TX.FISC.FUNC-TFF-NAO.POSI.ORBITAIS/DA.PRC";"1.767.169,00";"1.767.169,00";
"2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"153062 - UNIVERSIDADE FEDERAL DE MINAS GERAIS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"153015 - CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26278 - Fundação Universidade Federal de Pelotas";"154047 - FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19991501 - TRANS.RESOLUT.LITIGIOS REC.N.ADM.RFB-PRINC.";"320.964.717,00";"320.964.717,00";
"2022";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"153079 - UNIVERSIDADE FEDERAL DO PARANA";"1 - Receitas Correntes";"17 - Transferências Correntes";"176 - Transferências de Convênios";"17610101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.EXT.-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26410 - Instituto Federal do Norte de Minas Gerais";"158121 - INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110201 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.";"41.890,00";"41.890,00";
"2022";"26000 - Ministério da Educação";"26280 - Fundação Universidade Federal de São Carlos";"154049 - FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"3.454.535,00";"3.454.535,00";
"2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210403 - TAXA DE CONTROLE E FISC.AMBIENTAL-DIV.ATIVA";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"153019 - UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"442.378,00";"442.378,00";
"2022";"26000 - Ministério da Educação";"26298 - Fundo Nacional de Desenvolvimento da Educação";"153173 - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"9.042.444,00";"9.042.444,00";
"2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"443032 - INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"24.687.035,00";"24.687.035,00";
"2022";"39000 - Ministério da Infraestrutura";"56901 - Fundo Nacional de Segurança e Educação de Trânsito";"200320 - FUNDO NACIONAL DE SEG. E EDUCACAO DE TRANSITO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110103 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-DIV.AT.";"0,00";"0,00";
"2022";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"253002 - AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"2.746.277,00";"2.746.277,00";
"2022";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"158009 - INST. FED. DO PARANA/ REITORIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12114901 - COFINS SOBRE O FATURAMENTO-PARCELAM.-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS";"156763 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS";"1 - Receitas Correntes";"14 - Receita Agropecuária";"141 - Receita da produção vegetal";"14110101 - RECEITA AGROPECUARIA-PRINCIPAL";"16.500,00";"16.500,00";
"2022";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239901 - OUTROS RESSARCIMENTOS-PRINCIPAL";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140142 - IPI-VINCULADOS A IMPORTACAO-MULTAS E JUROS";"35.788.728,00";"35.788.728,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110201 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"158147 - INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"815.749,00";"815.749,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"7 - Receitas Correntes - intra-orçamentárias";"71 - Impostos, Taxas e Contribuições de Melhoria";"711 - Impostos";"71130312 - IRRF-TRABALHO-MULTAS E JUROS-INTRA";"899.941,00";"899.941,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"2.667.498.300,00";"2.667.498.300,00";
"2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"307001 - FUNDO NACIONAL PARA A CRIANCA E O ADOLESCENTE";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12190111 - CONTRIB.S/SORT.REALIZ.POR ENT.FILANT.-PRINC.";"361.746,00";"361.746,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130318 - IRRF-TRABALHO-JUROS DA DIVIDA ATIVA";"1.278.543,00";"1.278.543,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"195006 - CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110201 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25905 - Fundo de Apoio ao Desenvolvimento Social";"170380 - FUNDO DE APOIO AO DESENVOLVIMENTO SOCIAL";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"153079 - UNIVERSIDADE FEDERAL DO PARANA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"4.459.596,00";"4.459.596,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"194 - MULTAS E JUROS DE MORA DAS REC.DE CAPITAL";"19420206 - MUL.JUR.MORA ALIEN.BENS IMOVEIS-PROAP-JUROS";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210211 - TX.FISC.INST-TFI-NAO.POSI.ORBITAIS/PRC";"134.508.767,00";"134.508.767,00";
"2022";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"153046 - UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"19.226.360,00";"19.226.360,00";
"2022";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"253003 - AGENCIA NACIONAL DE SAUDE SUPLEMENTAR";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210103 - TAXAS INSPECAO,CONTROLE E FISCALIZACAO-DIV.AT";"21.832.944,00";"21.832.944,00";
"2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"510001 - COORD.GERAL DE ORCAMENTO, FINANCAS E CONTAB.";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12140111 - CONTR.PREV.EMPREGADOR-Ñ OPT.SIMP.NAC.-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"154041 - FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"291.475,00";"291.475,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"373001 - COORDENACAO-GERAL DE ORCAMENTO E FINANCAS-DOF";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12190812 - CONTRIBUICAO INDUSTRIAL RURAL-MULTAS E JUROS";"7.338.437,00";"7.338.437,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"44208 - Serviço Florestal Brasileiro";"440088 - SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB";"2 - Receitas de Capital";"24 - Transferências de Capital";"246 - Transferências do Exterior";"24610101 - TRANSF.EXTERIOR PARA ORGAOS E ENT.UNIAO-PRINC";"850.000,00";"850.000,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"113802 - DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS/UO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130103 - IRPF-DIVIDA ATIVA";"463.029.826,00";"463.029.826,00";
"2022";"26000 - Ministério da Educação";"26426 - Instituto Federal do Amapá";"158150 - INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"153115 - UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"120.689,00";"120.689,00";
"2022";"40000 - Ministério do Trabalho";"37904 - Fundo do Regime Geral da Previdência Social";"513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19230402 - RESSARCIMENTO AO RGPS-MULTAS E JUROS";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"275068 - CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL";"1 - Receitas Correntes";"17 - Transferências Correntes";"174 - Transferências de Instituições Privadas";"17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.";"299.246,00";"299.246,00";
"2022";"36000 - Ministério da Saúde";"36213 - Agência Nacional de Saúde Suplementar";"253003 - AGENCIA NACIONAL DE SAUDE SUPLEMENTAR";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"139 - Demais receitas patrimoniais";"13999901 - OUTRAS RECEITAS PATRIMONIAIS-PRINCIPAL";"0,00";"0,00";
"2022";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Departamento de Polícia Rodoviária Federal";"200278 - COORDENACAO DE ORCAMENTO E FINANCAS - PRF";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"154502 - FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110902 - MULTAS E JUROS PREVISTOS EM CONTRATOS-MUL.JUR";"0,00";"0,00";
"2022";"32000 - Ministério de Minas e Energia";"32396 - Agência Nacional de Mineração";"323100 - SETORIAL ORCAMENTARIA E FINANCEIRA - ANM";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.";"11.098.989,00";"11.098.989,00";
"2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"307001 - FUNDO NACIONAL PARA A CRIANCA E O ADOLESCENTE";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12170611 - CONTRIB.S/LOTERIA PROGNOST.ESPECIFICO-PRINC.";"1.690.332,00";"1.690.332,00";
"2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"423001 - INSTITUTO BRASILEIRO DE MUSEUS - IBRAM";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"0,00";"0,00";
"2022";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Departamento de Polícia Federal";"200336 - COORDENACAO DE ORCAMENTO FINANCAS CONTABILIDA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"193 - Bens, Direitos e Valores Incorporados ao Patrimônio Público";"19310701 - BENS,DIR.VAL.PERD.UNIAO-LAV.OCUL.BENS-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"158132 - INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"153079 - UNIVERSIDADE FEDERAL DO PARANA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL";"17.373.986.273,00";"17.373.986.273,00";
"2022";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"153165 - UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"424.555,00";"424.555,00";
"2022";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"153035 - UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"167.632,00";"167.632,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11110102 - IMPOSTO SOBRE A IMPORTACAO-MUL.JUR.";"95.857.746,00";"95.857.746,00";
"2022";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"153046 - UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"52904 - Fundo do Exército";"167086 - FUNDO DO EXERCITO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"2.521.953,00";"2.521.953,00";
"2022";"26000 - Ministério da Educação";"26408 - Instituto Federal do Maranhão";"158128 - INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"113206 - INDUSTRIAS NUCLEARES DO BRASIL S/A - INB";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"38.685,00";"38.685,00";
"2022";"41000 - Ministério das Comunicações";"41232 - Fundo de Universalização dos Serviços de Telecomunicações";"413047 - FUNDO DE UNIVERS.DOS SERV.TELECOMUNICACOES";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"133 - Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização ou Licença";"13330411 - CESS.DIR.USO.RADFRQ-NAO.P.ORBITAIS/PRC";"3.137.529,00";"3.137.529,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110122 - FOROS,LAUDEMIOS,TARIFAS DE OCUPACAO-MUL.JUR.";"28.014.325,00";"28.014.325,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12130101 - CSLL-CONTRIBUINTES NAO OPT.SIMP.NAC-PRINC.";"101.973.858.422,00";"101.973.858.422,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101 - COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"773008 - DIRETORIA DE FINANCAS DA MARINHA - CCCPM";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"166.876,00";"166.876,00";
"2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"153037 - UNIVERSIDADE FEDERAL DE ALAGOAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239901 - OUTROS RESSARCIMENTOS-PRINCIPAL";"1.241.191,00";"1.241.191,00";
"2022";"52000 - Ministério da Defesa";"52132 - Comando da Marinha - Fundo Naval";"673001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11220102 - TAXAS PRESTACAO SERVICOS EM GERAL-MUL.JUR.";"0,00";"0,00";
"2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico";"240901 - FUNDO NAC.DE DESENV. CIENT. E TECNOLOGICO";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12210923 - CONTR.S/REC.BRT EMP.PREST.SERV.TELECOM-DIV.AT";"206.461,00";"206.461,00";
"2022";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"153019 - UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA";"1 - Receitas Correntes";"17 - Transferências Correntes";"174 - Transferências de Instituições Privadas";"17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.";"0,00";"0,00";
